,epoch,accuracy,balanced_accuracy,loss
0,0,0.9582787752151489,0.5000285506248474,0.1118554174900055
1,1,0.9583333134651184,0.5000143051147461,1.5302481651306152
2,2,0.9583514928817749,0.5000095367431641,1.362976312637329
3,3,0.9583606123924255,0.500007152557373,-0.019916564226150513
4,4,0.9583660960197449,0.5000057220458984,0.036577969789505005
5,5,0.9583697319030762,0.500004768371582,0.029020540416240692
6,6,0.9583722949028015,0.5000040531158447,0.0708826407790184
7,7,0.9583742618560791,0.5000035762786865,0.08617240190505981
8,8,0.9583757519721985,0.5000031590461731,0.061758626252412796
9,9,0.9583770036697388,0.5000028610229492,0.050391633063554764
10,10,0.9583779573440552,0.5000026226043701,-0.036746472120285034
11,11,0.958378791809082,0.500002384185791,-0.011083509773015976
12,12,0.9583795070648193,0.5000022053718567,0.000581882894039154
13,13,0.9583801031112671,0.5000020265579224,0.06679753214120865
14,14,0.9583806395530701,0.5000019073486328,-0.06138471141457558
15,15,0.9583810567855835,0.5000017881393433,2.195819616317749
