,epoch,accuracy,balanced_accuracy,loss
0,0,0.9579514265060425,0.5001333355903625,-0.09516674280166626
1,1,0.9581696391105652,0.5000667572021484,1.8622938394546509
2,2,0.9582424163818359,0.5000445246696472,1.9051800966262817
3,3,0.9582787752151489,0.5000333786010742,-0.10094035416841507
4,4,0.9583005905151367,0.5000267028808594,-0.05564999580383301
5,5,0.9583151340484619,0.5000222325325012,-0.11332006752490997
6,6,0.9583255648612976,0.5000190734863281,-0.10079465806484222
7,7,0.9583333134651184,0.5000166893005371,-0.0961778536438942
8,8,0.9583393931388855,0.5000148415565491,-0.1222749799489975
9,9,0.9583442211151123,0.5000133514404297,-0.11352667957544327
10,10,0.9583482146263123,0.5000120997428894,-0.12309190630912781
11,11,0.9583514928817749,0.5000110864639282,-0.0874452143907547
12,12,0.9583542943000793,0.5000102519989014,-0.053884074091911316
13,13,0.9583567380905151,0.5000095367431641,-0.089067243039608
14,14,0.9583588242530823,0.5000088810920715,-0.08463026583194733
15,15,0.9583606123924255,0.5000083446502686,1.814831018447876
