,epoch,accuracy,balanced_accuracy,loss
0,0,0.938418447971344,0.4995288848876953,0.03542338311672211
1,1,0.9484031796455383,0.4997665286064148,2.051562786102295
2,2,0.9517313838005066,0.49984481930732727,1.5516060590744019
3,3,0.9533955454826355,0.499883234500885,-0.0010978728532791138
4,4,0.9543939828872681,0.49990642070770264,0.0760141909122467
5,5,0.9550596475601196,0.4999219477176666,0.018576495349407196
6,6,0.9555351138114929,0.49993303418159485,0.03611662983894348
7,7,0.9558917284011841,0.4999413788318634,0.15217843651771545
8,8,0.956169068813324,0.4999478757381439,-0.01934082806110382
9,9,0.9563909769058228,0.499953031539917,0.06379717588424683
10,10,0.9565724730491638,0.4999573230743408,-0.03747893124818802
11,11,0.9567237496376038,0.49996083974838257,-0.030230991542339325
12,12,0.9568517804145813,0.4999638497829437,-0.0168805792927742
13,13,0.9569615125656128,0.49996644258499146,0.15865716338157654
