,epoch,accuracy,balanced_accuracy,loss
0,0,0.9582424163818359,0.4999810755252838,-0.07079334557056427
1,1,0.9583151340484619,0.4999905526638031,1.8124828338623047
2,2,0.9583393931388855,0.4999936819076538,1.4468882083892822
3,3,0.9583514928817749,0.49999526143074036,-0.1577340066432953
4,4,0.9583588242530823,0.49999621510505676,-0.11389690637588501
5,5,0.9583636522293091,0.4999968707561493,-0.12259713560342789
6,6,0.958367109298706,0.4999972879886627,-0.05618749558925629
7,7,0.9583697319030762,0.49999764561653137,-0.053376078605651855
8,8,0.9583716988563538,0.49999791383743286,-0.16796725988388062
9,9,0.9583733677864075,0.4999980926513672,-0.07204629480838776
10,10,0.9583746790885925,0.4999983012676239,-0.1612057089805603
11,11,0.9583757519721985,0.49999842047691345,-0.1720377504825592
12,12,0.9583767056465149,0.499998539686203,-0.15711039304733276
13,13,0.958377480506897,0.49999865889549255,-0.02573789656162262
