,epoch,accuracy,balanced_accuracy,loss
0,0,0.9580969214439392,0.4999834895133972,-0.18084019422531128
1,1,0.9582424163818359,0.499991774559021,0.4459642767906189
2,2,0.9582908749580383,0.49999451637268066,0.0833059698343277
3,3,0.9583151340484619,0.4999958872795105,-0.08095275610685349
4,4,0.9583296775817871,0.49999669194221497,0.3213759660720825
5,5,0.9583393931388855,0.49999725818634033,0.3251984119415283
6,6,0.9583463072776794,0.49999764561653137,0.1285400688648224
7,7,0.9583514928817749,0.49999794363975525,-0.05564737319946289
8,8,0.9583555459976196,0.49999818205833435,0.04894362390041351
9,9,0.9583588242530823,0.49999839067459106,0.08872079849243164
10,10,0.9583614468574524,0.499998539686203,0.013127028942108154
11,11,0.9583636522293091,0.49999865889549255,0.14559370279312134
12,12,0.9583654999732971,0.4999987483024597,0.035648882389068604
13,13,0.958367109298706,0.4999988377094269,0.3201296031475067
14,14,0.9583684802055359,0.49999889731407166,0.20301344990730286
15,15,0.9583697319030762,0.4999989867210388,0.17445094883441925
16,16,0.9583708047866821,0.4999990463256836,-0.09588639438152313
17,17,0.9583716988563538,0.49999910593032837,0.3170909285545349
18,18,0.9583725929260254,0.49999913573265076,0.547792911529541
