,epoch,accuracy,balanced_accuracy,loss
0,0,0.9543503522872925,0.5002321004867554,0.17469869554042816
1,1,0.9563691020011902,0.500116765499115,0.7877329587936401
2,2,0.9570420384407043,0.5000777840614319,0.19879138469696045
3,3,0.9573785066604614,0.5000582337379456,0.03926895931363106
4,4,0.9575803875923157,0.5000466704368591,0.4743085503578186
5,5,0.9577149748802185,0.5000389218330383,0.5338638424873352
6,6,0.9578111171722412,0.5000333786010742,0.2556714117527008
7,7,0.9578831791877747,0.5000291466712952,0.11014296114444733
8,8,0.9579392671585083,0.5000259280204773,0.33682677149772644
9,9,0.9579841494560242,0.500023365020752,0.23284335434436798
10,10,0.9580208659172058,0.50002121925354,0.18970459699630737
11,11,0.9580514430999756,0.5000194311141968,0.29556185007095337
12,12,0.9580773115158081,0.5000179409980774,0.27190738916397095
13,13,0.9580994844436646,0.5000166893005371,0.6080251932144165
