,epoch,accuracy,balanced_accuracy,loss
0,0,0.9572238922119141,0.500342845916748,-0.05158604681491852
1,1,0.9578059315681458,0.5001716017723083,1.6243144273757935
2,2,0.9579998850822449,0.5001144409179688,1.9393672943115234
3,3,0.9580969214439392,0.5000858306884766,-0.11144548654556274
4,4,0.95815509557724,0.5000686049461365,-0.052905529737472534
5,5,0.9581938982009888,0.5000571608543396,-0.12730354070663452
6,6,0.9582216143608093,0.5000489950180054,-0.10084450989961624
7,7,0.9582424163818359,0.5000428557395935,-0.10197819024324417
8,8,0.9582585692405701,0.5000380873680115,-0.11842742562294006
9,9,0.9582715034484863,0.5000343322753906,-0.11361290514469147
10,10,0.9582820534706116,0.5000311732292175,-0.12291856110095978
11,11,0.9582908749580383,0.5000286102294922,-0.10537555068731308
12,12,0.95829838514328,0.5000264048576355,-0.055379122495651245
13,13,0.958304762840271,0.5000244975090027,-0.08738020062446594
14,14,0.9583103060722351,0.5000228881835938,-0.08354681730270386
15,15,0.9583151340484619,0.5000214576721191,1.815495491027832
