,epoch,accuracy,balanced_accuracy,loss
0,0,0.9568238258361816,0.5001170635223389,-0.10088658332824707
1,1,0.9576058387756348,0.5000588297843933,0.39650413393974304
2,2,0.9578665494918823,0.5000391602516174,0.01777726411819458
3,3,0.9579968452453613,0.5000293850898743,-0.11062361299991608
4,4,0.9580751061439514,0.5000235438346863,0.4368252754211426
5,5,0.9581272006034851,0.5000196099281311,0.23870329558849335
6,6,0.9581644535064697,0.5000168085098267,0.0669490396976471
7,7,0.9581924080848694,0.5000147223472595,-0.10912936925888062
8,8,0.9582141041755676,0.5000130534172058,0.18929311633110046
9,9,0.958231508731842,0.5000118017196655,0.05298379063606262
10,10,0.9582456946372986,0.5000107288360596,0.03151795268058777
11,11,0.9582575559616089,0.5000098347663879,0.09982678294181824
12,12,0.9582675695419312,0.5000090599060059,0.14162778854370117
13,13,0.9582761526107788,0.5000084042549133,0.6943218111991882
