,epoch,accuracy,balanced_accuracy,loss
0,0,0.9575513005256653,0.5000597238540649,0.061629682779312134
1,1,0.957969605922699,0.500029981136322,0.6064543724060059
2,2,0.9581090211868286,0.5000200271606445,0.16005441546440125
3,3,0.9581787586212158,0.5000150203704834,0.03551711142063141
4,4,0.9582206010818481,0.5000120401382446,0.6621519327163696
5,5,0.9582484364509583,0.5000100135803223,0.4665609300136566
6,6,0.958268404006958,0.5000085830688477,0.25025856494903564
7,7,0.9582833051681519,0.5000075101852417,0.048091329634189606
8,8,0.9582949280738831,0.5000066757202148,0.2434547245502472
9,9,0.958304226398468,0.5000060200691223,0.249527707695961
10,10,0.9583118557929993,0.5000054836273193,0.24338972568511963
11,11,0.9583181738853455,0.5000050067901611,0.2537648379802704
12,12,0.9583235383033752,0.5000046491622925,0.2560092806816101
13,13,0.958328127861023,0.5000042915344238,0.45513176918029785
14,14,0.9583321213722229,0.5000040531158447,0.45824888348579407
15,15,0.9583355784416199,0.5000037550926208,0.24931249022483826
16,16,0.9583386778831482,0.5000035762786865,0.041535936295986176
17,17,0.9583414196968079,0.5000033378601074,0.4649953246116638
