,epoch,accuracy,balanced_accuracy,loss
0,0,0.95624178647995,0.5001552700996399,-0.00952957570552826
1,1,0.9573148488998413,0.500078022480011,0.6144018173217773
2,2,0.9576725363731384,0.5000520348548889,0.05855518579483032
3,3,0.9578513503074646,0.5000389814376831,-0.10845091938972473
4,4,0.9579586982727051,0.5000312328338623,0.348331093788147
5,5,0.9580302238464355,0.5000259876251221,0.21764686703681946
6,6,0.9580813050270081,0.500022292137146,0.10771030187606812
7,7,0.9581196308135986,0.5000194907188416,-0.04633904993534088
8,8,0.9581494331359863,0.5000173449516296,0.19867800176143646
9,9,0.9581732749938965,0.5000156164169312,0.12693141400814056
10,10,0.9581928253173828,0.5000141859054565,0.023036733269691467
11,11,0.9582090377807617,0.5000130534172058,0.1588073968887329
12,12,0.9582228064537048,0.5000119805335999,0.07080923020839691
13,13,0.9582346081733704,0.500011146068573,0.3663824498653412
