,epoch,accuracy,balanced_accuracy,loss
0,0,0.9579877853393555,0.5000050067901611,0.11542128026485443
1,1,0.9581878185272217,0.5000025629997253,2.4117658138275146
2,2,0.9582545161247253,0.5000016689300537,1.2673711776733398
3,3,0.9582878947257996,0.5000012516975403,0.036643680185079575
4,4,0.9583078622817993,0.5000010132789612,0.09192067384719849
5,5,0.958321213722229,0.5000008344650269,0.05616267770528793
6,6,0.9583307504653931,0.5000007152557373,0.0906725823879242
7,7,0.9583379030227661,0.5000006556510925,0.32610902190208435
8,8,0.9583434462547302,0.500000536441803,0.011615905910730362
9,9,0.9583478569984436,0.5000004768371582,0.12174046784639359
10,10,0.9583514928817749,0.5000004768371582,0.029209669679403305
11,11,0.9583545327186584,0.5000004172325134,0.018818093463778496
12,12,0.9583570957183838,0.5000003576278687,0.0071714892983436584
13,13,0.9583593010902405,0.5000003576278687,0.10266196727752686
14,14,0.9583612084388733,0.5000003576278687,-0.029763001948595047
15,15,0.958362877368927,0.5000002980232239,1.6164628267288208
