,epoch,accuracy,balanced_accuracy,loss
0,0,0.9570056796073914,0.500214695930481,-0.07769037783145905
1,1,0.957696795463562,0.5001075267791748,1.9841442108154297
2,2,0.9579271674156189,0.5000717043876648,1.4675288200378418
3,3,0.958042323589325,0.5000537633895874,-0.15826421976089478
4,4,0.9581114649772644,0.5000429749488831,-0.13388313353061676
5,5,0.9581575393676758,0.50003582239151,-0.12159188091754913
6,6,0.9581904411315918,0.5000306963920593,-0.07572969794273376
7,7,0.9582151174545288,0.5000268816947937,-0.038181841373443604
8,8,0.9582343101501465,0.5000239014625549,-0.14282295107841492
9,9,0.9582496881484985,0.5000215172767639,-0.10041587054729462
10,10,0.9582622647285461,0.5000195503234863,-0.15592433512210846
11,11,0.9582726955413818,0.5000178813934326,-0.15109816193580627
12,12,0.9582815766334534,0.5000165104866028,-0.16280408203601837
13,13,0.9582891464233398,0.5000153183937073,-0.043021172285079956
14,14,0.9582957625389099,0.5000143051147461,-0.19788217544555664
15,15,0.9583014845848083,0.5000134110450745,1.5263001918792725
