,epoch,accuracy,balanced_accuracy,loss
0,0,0.9575513005256653,0.5002095699310303,0.07330520451068878
1,1,0.957969605922699,0.5001049041748047,2.0259523391723633
2,2,0.9581090211868286,0.5000699758529663,2.1172034740448
3,3,0.9581787586212158,0.5000524520874023,0.02697347104549408
4,4,0.9582206010818481,0.5000419616699219,0.08565551042556763
5,5,0.9582484364509583,0.5000349879264832,0.011977896094322205
6,6,0.958268404006958,0.500029981136322,0.03777972608804703
7,7,0.9582833051681519,0.5000262260437012,0.03636034578084946
8,8,0.9582949280738831,0.5000233054161072,0.019522972404956818
9,9,0.958304226398468,0.5000209808349609,0.025026842951774597
10,10,0.9583118557929993,0.5000190734863281,0.01571004092693329
11,11,0.9583181738853455,0.5000174641609192,0.03274913877248764
12,12,0.9583235383033752,0.5000161528587341,0.08288843929767609
13,13,0.958328127861023,0.5000149607658386,0.05104335397481918
14,14,0.9583321213722229,0.5000139474868774,0.05507490783929825
15,15,0.9583355784416199,0.5000131130218506,1.9541131258010864
