,epoch,accuracy,balanced_accuracy,loss
0,0,0.9573693871498108,0.5002856850624084,0.08192969858646393
1,1,0.9578786492347717,0.5001430511474609,1.8203003406524658
2,2,0.958048403263092,0.5000953674316406,2.101210832595825
3,3,0.9581332802772522,0.5000715255737305,0.01581452786922455
4,4,0.9581841826438904,0.5000572204589844,0.12659874558448792
5,5,0.9582181572914124,0.5000476837158203,0.07076065242290497
6,6,0.9582424163818359,0.5000408291816711,0.07262994349002838
7,7,0.9582605957984924,0.5000357031822205,0.0728592574596405
8,8,0.9582747220993042,0.5000317692756653,0.05317695438861847
9,9,0.9582860469818115,0.5000286102294922,0.05977139249444008
10,10,0.9582952857017517,0.5000259876251221,0.05028539523482323
11,11,0.9583030343055725,0.5000237822532654,0.07461617887020111
12,12,0.958309531211853,0.5000219941139221,0.11899801343679428
13,13,0.9583151340484619,0.500020444393158,0.08527825772762299
14,14,0.9583200216293335,0.5000190734863281,0.08933980762958527
15,15,0.9583242535591125,0.5000178813934326,1.9880584478378296
