,epoch,accuracy,balanced_accuracy,loss
0,0,0.9568601846694946,0.5001099109649658,0.050850071012973785
1,1,0.9576240181922913,0.5000552535057068,0.6026327013969421
2,2,0.9578786492347717,0.5000368356704712,0.1782628446817398
3,3,0.958005964756012,0.500027596950531,0.005580596625804901
4,4,0.958082377910614,0.5000220537185669,0.4967360496520996
5,5,0.9581332802772522,0.5000184178352356,0.3910163938999176
6,6,0.9581696391105652,0.5000157356262207,0.195468008518219
7,7,0.9581969380378723,0.5000137686729431,0.01170387864112854
8,8,0.9582181572914124,0.5000122785568237,0.35229596495628357
9,9,0.9582351446151733,0.5000110268592834,0.2060239464044571
10,10,0.958249032497406,0.500010073184967,0.1701674908399582
11,11,0.9582605957984924,0.5000091791152954,0.22499655187129974
12,12,0.9582703709602356,0.5000084638595581,0.2661086916923523
13,13,0.9582787752151489,0.5000078678131104,0.5401802659034729
