,epoch,accuracy,balanced_accuracy,loss
0,0,0.943656325340271,0.4998723268508911,0.0003356039524078369
1,1,0.9510220885276794,0.4999377727508545,1.7019309997558594
2,2,0.9534773826599121,0.499958872795105,1.5707039833068848
3,3,0.954704999923706,0.49996888637542725,0.05773669481277466
4,4,0.9554415941238403,0.4999749958515167,0.055042583495378494
5,5,0.9559326171875,0.49997907876968384,0.05815491825342178
6,6,0.9562833905220032,0.4999820291996002,0.10530523210763931
7,7,0.956546425819397,0.4999842345714569,0.13356348872184753
8,8,0.9567510485649109,0.4999859631061554,-0.04979318380355835
9,9,0.9569147229194641,0.4999873638153076,0.08266500383615494
10,10,0.9570486545562744,0.49998849630355835,-0.05286657437682152
11,11,0.9571602940559387,0.49998944997787476,0.03210306540131569
12,12,0.9572547078132629,0.4999902546405792,-0.00733155757188797
13,13,0.9573356509208679,0.49999094009399414,0.06450896710157394
14,14,0.9574058055877686,0.4999915659427643,-0.05478261038661003
15,15,0.9574671983718872,0.4999920725822449,1.968936800956726
