,epoch,accuracy,balanced_accuracy,loss
0,0,0.9570056796073914,0.5000864863395691,-0.11342334747314453
1,1,0.957696795463562,0.5000433921813965,1.4176208972930908
2,2,0.9579271674156189,0.5000289678573608,2.1947438716888428
3,3,0.958042323589325,0.5000216960906982,-0.05861808359622955
4,4,0.9581114649772644,0.5000173449516296,0.0454612672328949
5,5,0.9581575393676758,0.5000144243240356,-0.0792742520570755
6,6,0.9581904411315918,0.5000123977661133,-0.132611945271492
7,7,0.9582151174545288,0.5000108480453491,-0.17877794802188873
8,8,0.9582343101501465,0.5000095963478088,-0.17910075187683105
9,9,0.9582496881484985,0.5000086426734924,-0.13167019188404083
10,10,0.9582622647285461,0.5000078678131104,-0.14185747504234314
11,11,0.9582726955413818,0.5000072121620178,0.08042802661657333
12,12,0.9582815766334534,0.5000066161155701,-0.1512000560760498
13,13,0.9582891464233398,0.5000061988830566,-0.06064267456531525
14,14,0.9582957625389099,0.5000057816505432,-0.08421983569860458
15,15,0.9583014845848083,0.5000054240226746,1.6731007099151611
