,epoch,accuracy,balanced_accuracy,loss
0,0,0.9551869630813599,0.4999847412109375,0.05405515059828758
1,1,0.9567874073982239,0.49999290704727173,0.7259057760238647
2,2,0.9573209285736084,0.49999523162841797,0.26649609208106995
3,3,0.9575876593589783,0.4999963641166687,0.0673801451921463
4,4,0.9577476978302002,0.4999971389770508,0.4874263405799866
5,5,0.9578543901443481,0.499997615814209,0.5317789912223816
6,6,0.9579306244850159,0.49999797344207764,0.2452889382839203
7,7,0.9579877853393555,0.49999821186065674,0.11514429748058319
8,8,0.9580322504043579,0.49999839067459106,0.39561012387275696
9,9,0.958067774772644,0.4999985992908478,0.23166625201702118
10,10,0.9580969214439392,0.49999871850013733,0.22120556235313416
11,11,0.958121120929718,0.4999988377094269,0.26142436265945435
12,12,0.9581416845321655,0.49999889731407166,0.23069462180137634
13,13,0.9581592679023743,0.4999989867210388,0.5823179483413696
