,epoch,accuracy,balanced_accuracy,loss
0,0,0.9535137414932251,0.4999285042285919,-0.0018715709447860718
1,1,0.9559507966041565,0.49996504187583923,0.6625404357910156
2,2,0.9567632079124451,0.49997663497924805,0.23086509108543396
3,3,0.9571693539619446,0.49998238682746887,0.041253041476011276
4,4,0.9574130773544312,0.4999859929084778,0.43545109033584595
5,5,0.9575755596160889,0.4999883472919464,0.4028053283691406
6,6,0.9576916098594666,0.49998998641967773,0.21197786927223206
7,7,0.9577786326408386,0.499991238117218,0.07914134114980698
8,8,0.9578463435173035,0.4999922215938568,0.24909651279449463
9,9,0.9579004645347595,0.4999929964542389,0.19302189350128174
10,10,0.9579448103904724,0.49999362230300903,0.13417911529541016
11,11,0.9579817056655884,0.499994158744812,0.30860623717308044
12,12,0.9580129384994507,0.4999946355819702,0.21156412363052368
13,13,0.9580397605895996,0.49999499320983887,0.5263645052909851
